,Gender,Height,Weight,BMI,yourHealthCondition
0,Male,73.847017017515,241.893563180437,31.185761326994978,you're in the obese range.
1,Male,68.7819040458903,162.3104725213,24.1210443530006,you're in the healthy weight range.
2,Male,74.1101053917849,212.7408555565,27.232906361787784,you're in the overweight range.
3,Male,71.7309784033377,220.042470303077,30.067059411998784,you're in the obese range.
4,Male,69.8817958611153,206.349800623871,29.708032631101407,you're in the overweight range.
5,Male,67.2530156878065,152.212155757083,23.660491573716484,you're in the healthy weight range.
6,Male,68.7850812516616,183.927888604031,27.331094842378633,you're in the overweight range.
7,Male,68.3485155115879,167.971110489509,25.279843073647843,you're in the overweight range.
8,Male,67.018949662883,175.92944039571,27.53856081469273,you're in the overweight range.
9,Male,63.4564939783664,156.399676387112,27.307482030804316,you're in the overweight range.
10,Male,71.1953822829745,186.604925560358,25.8831663482167,you're in the overweight range.
11,Male,71.6408051192206,213.741169489411,29.27960533699688,you're in the overweight range.
12,Male,64.7663291334055,167.127461073476,28.012199043426353,you're in the overweight range.
13,Male,69.2830700967204,189.446181386738,27.747864221894474,you're in the overweight range.
14,Male,69.2437322298112,186.434168021239,27.337734761333042,you're in the overweight range.
15,Male,67.6456197004212,172.186930058117,26.455670730667794,you're in the overweight range.
16,Male,72.4183166259878,196.028506330482,26.27969576016479,you're in the overweight range.
17,Male,63.974325721061,172.88347020878,29.69887442398377,you're in the overweight range.
18,Male,69.6400598997523,185.98395757313,26.962190070821187,you're in the overweight range.
19,Male,67.9360048540095,182.426648013226,27.789851389042546,you're in the overweight range.
20,Male,67.9150501938206,174.115929081393,26.54021310030545,you're in the overweight range.
21,Male,69.4394398680395,197.73142161472,28.831100762917732,you're in the overweight range.
22,Male,66.1491319608781,149.173566007975,23.96853696917229,you're in the healthy weight range.
23,Male,75.2059736142212,228.761780615196,28.43653951866993,you're in the overweight range.
24,Male,67.8931963386043,162.006651848287,24.710315425084676,you're in the healthy weight range.
25,Male,68.1440327982008,192.343976579187,29.121978713317276,you're in the overweight range.
26,Male,69.0896314289256,184.435174408406,27.165390482113725,you're in the overweight range.
27,Male,72.8008435165003,206.828189420354,27.43688863599452,you're in the overweight range.
28,Male,67.4212422817167,175.213922399227,27.100235457186706,you're in the overweight range.
29,Male,68.4964153568827,154.342638925955,23.128538290225762,you're in the healthy weight range.
30,Male,68.6181105502058,187.506843155807,27.9986804960678,you're in the overweight range.
31,Male,74.0338076216678,212.910225325521,27.310792364268885,you're in the overweight range.
32,Male,71.5282160355709,195.032243233835,26.800912565123244,you're in the overweight range.
33,Male,69.1801610995692,205.183621341371,30.142377566489948,you're in the obese range.
34,Male,69.577202365402,204.164125484101,29.651281061960074,you're in the overweight range.
35,Male,70.4009288884762,192.903515074649,27.36410925334991,you're in the overweight range.
36,Male,69.0761711675356,197.488242598925,29.099309534915363,you're in the overweight range.
37,Male,67.1935232827228,183.810973232751,28.622961070192677,you're in the overweight range.
38,Male,65.8073156549306,163.851824878622,26.60117890255271,you're in the overweight range.
39,Male,64.3041878915595,163.108017147583,27.732865512188166,you're in the overweight range.
40,Male,67.9743362271967,172.135597406825,26.1926049920479,you're in the overweight range.
41,Male,72.1894259592134,194.045404898059,26.179065467672952,you're in the overweight range.
42,Male,65.2703455240394,168.617746204292,27.827193609986075,you're in the overweight range.
43,Male,66.0901773762725,161.193432596622,25.94606261318172,you're in the overweight range.
44,Male,67.5103215157138,164.660277264007,25.400744310753655,you're in the overweight range.
45,Male,70.1047862551571,188.922303151274,27.02625346459095,you're in the overweight range.
46,Male,68.2518364408672,187.060552163801,28.232639473711018,you're in the overweight range.
47,Male,72.1727091157973,209.070863390252,28.219248938918707,you're in the overweight range.
48,Male,69.1798576188774,192.014335412005,28.20799895442376,you're in the overweight range.
49,Male,72.870360147235,211.34249681964,27.98227079375364,you're in the overweight range.
50,Male,64.7825829779871,165.61162618225,27.744203080101514,you're in the overweight range.
51,Male,70.1835498874837,201.071918099568,28.69978952432499,you're in the overweight range.
52,Male,68.4914502529394,173.423960346601,25.991678617619584,you're in the overweight range.
53,Male,67.3308308810162,181.407679285937,28.13362361398938,you're in the overweight range.
54,Male,66.9909440825232,169.737707400252,26.591576688772516,you're in the overweight range.
55,Male,66.4995499002499,163.309528309674,25.964027824707774,you're in the overweight range.
56,Male,68.3530566463988,189.710209942456,28.547808645243695,you're in the overweight range.
57,Male,70.7744590703974,192.124847346168,26.966735226039127,you're in the overweight range.
58,Male,71.2159236694709,198.1984641076,27.47539943353641,you're in the overweight range.
59,Male,70.0133653490674,209.526499837126,30.052112378709662,you're in the obese range.
60,Male,71.4031822207589,198.759792659859,27.408884030496264,you're in the overweight range.
61,Male,69.5520050948319,198.079523654438,28.788446290681687,you're in the overweight range.
62,Male,73.8185345577699,195.290612189727,25.19697941582012,you're in the overweight range.
63,Male,66.99688275225,164.943302997003,25.835891244657308,you're in the overweight range.
64,Male,71.4184658930907,179.863902339297,24.792534746590267,you're in the healthy weight range.
65,Male,65.2793002090043,155.250420694049,25.614138791775627,you're in the overweight range.
66,Male,68.2741914742284,184.519391248574,27.830873328930863,you're in the overweight range.
67,Male,72.7653699463424,220.678041465283,29.302696746536757,you're in the overweight range.
68,Male,68.0993798003468,183.31265530722,27.790994479296295,you're in the overweight range.
69,Male,68.8967060721692,196.451312291183,29.097519602087473,you're in the overweight range.
70,Male,69.2895099633052,184.595608300273,27.032383365412535,you're in the overweight range.
71,Male,70.5232245234565,207.532838518544,29.33732126275197,you're in the overweight range.
72,Male,69.6637252265179,177.200928752348,25.671459368000647,you're in the overweight range.
73,Male,67.5952688079157,163.108002209381,25.0980871240685,you're in the overweight range.
74,Male,72.5081203801037,216.218230112735,28.914585231173685,you're in the overweight range.
75,Male,71.2529856038086,204.655493822323,28.34100373057188,you're in the overweight range.
76,Male,71.8091868893668,200.920571219495,27.394434448796865,you're in the overweight range.
77,Male,72.2451654792519,220.901769881142,29.756343825592616,you're in the overweight range.
78,Male,66.5126276609347,196.449860340782,31.220615913068652,you're in the obese range.
79,Male,66.0290340048182,168.640810039015,27.195105337815928,you're in the overweight range.
80,Male,67.577153942735,181.432713008126,27.93275379044591,you're in the overweight range.
81,Male,68.2465686016242,198.658673326418,29.987747373634832,you're in the overweight range.
82,Male,73.8261270026308,237.916735863185,30.69041598305499,you're in the obese range.
83,Male,69.8024643604904,173.041255909233,24.969284654901077,you're in the healthy weight range.
84,Male,65.9595777848988,160.683916639879,25.96657250417693,you're in the overweight range.
85,Male,71.0790175757451,188.602919070666,26.24602451591393,you're in the overweight range.
86,Male,66.5961965372077,208.345694035109,33.028102945107705,you're in the obese range.
87,Male,68.9515350928246,193.435118452271,28.605226958092008,you're in the overweight range.
88,Male,68.2444617923064,174.10969379062,26.283674406113068,you're in the overweight range.
89,Male,72.3168251228452,197.368589249335,26.533667785047346,you're in the overweight range.
90,Male,71.8154204495308,201.620666747742,27.485116668405077,you're in the overweight range.
91,Male,65.2370495188386,181.011973240364,29.903128968282534,you're in the overweight range.
92,Male,70.6405300907292,182.12248597866,25.659821077284185,you're in the overweight range.
93,Male,64.731925597255,177.549263423371,29.79063602593086,you're in the overweight range.
94,Male,67.1035511824075,164.974580682475,25.758702197920947,you're in the overweight range.
95,Male,65.1174848880457,165.717112190107,27.4770480901084,you're in the overweight range.
96,Male,71.7012340230177,193.094163543063,26.406682250660186,you're in the overweight range.
97,Male,66.8328782059274,180.683886970857,28.44048828486601,you're in the overweight range.
98,Male,66.4712752615182,172.773722928412,27.49208151084034,you're in the overweight range.
99,Male,69.4115262206039,177.470616229738,25.89770161840135,you're in the overweight range.
100,Male,70.0521774745245,200.818737313254,28.771261648824574,you're in the overweight range.
101,Male,66.7436046519631,167.739775344302,26.473703095651477,you're in the overweight range.
102,Male,66.2743291154144,154.395624779233,24.713955596990026,you're in the healthy weight range.
103,Male,68.328447992915,177.984728603887,26.802640492481032,you're in the overweight range.
104,Male,70.0758881952341,183.93885695678,26.335054066384007,you're in the overweight range.
105,Male,68.7329881487344,179.2047820686,26.66963655739401,you're in the overweight range.
106,Male,67.556051261876,158.567987385418,24.427833652394312,you're in the healthy weight range.
107,Male,66.2536325347937,166.503531642942,26.668710281269743,you're in the overweight range.
108,Male,69.1822026805756,171.983677611956,25.263668488015682,you're in the overweight range.
109,Male,67.6091049416397,174.36418237859,26.819140642929423,you're in the overweight range.
110,Male,69.2927380218867,187.745351863374,27.49107370072679,you're in the overweight range.
111,Male,68.1906840077038,201.48796238061,30.464704112530324,you're in the obese range.
112,Male,71.6070857988906,204.927012136803,28.098631059470012,you're in the overweight range.
113,Male,69.1968575103315,178.685546470181,26.2370277013864,you're in the overweight range.
114,Male,67.2619609790619,164.014427741951,25.488305071437253,you're in the overweight range.
115,Male,73.6851933999998,223.270004412371,28.911317197231387,you're in the overweight range.
116,Male,69.5372150072948,202.958306269835,29.510067096540514,you're in the overweight range.
117,Male,68.3115598414683,189.391785609949,28.53452761499886,you're in the overweight range.
118,Male,67.7389634664393,178.170555578466,27.299632053212964,you're in the overweight range.
119,Male,71.7057626011001,223.299335239803,30.53354751292648,you're in the obese range.
120,Male,63.6322646037867,167.028706658323,29.002424986252922,you're in the overweight range.
121,Male,68.7211984556865,180.46868201187,26.86694895859258,you're in the overweight range.
122,Male,66.9493416501869,164.439145622362,25.793515821065096,you're in the overweight range.
123,Male,62.7069897353164,149.969618421042,26.81447718977876,you're in the overweight range.
124,Male,72.2584089235993,192.910266551722,25.976252979796477,you're in the overweight range.
125,Male,70.9086530626676,201.883998700574,28.229382577513405,you're in the overweight range.
126,Male,67.609843601682,179.868025984495,27.665088180735808,you're in the overweight range.
127,Male,70.8015589556942,196.467724673936,27.55519748067258,you're in the overweight range.
128,Male,69.3047690450735,187.551649491386,27.453176355955055,you're in the overweight range.
129,Male,66.2428983411553,171.69315968571,27.508841066207214,you're in the overweight range.
130,Male,67.4921929772739,191.699604784328,29.5877602792183,you're in the overweight range.
131,Male,65.8062482913584,165.850647784905,26.926559255245056,you're in the overweight range.
132,Male,71.4437056615428,185.662741323862,25.573770676434425,you're in the overweight range.
133,Male,68.4644058223141,178.281800729884,26.7408543315393,you're in the overweight range.
134,Male,63.98792460498,150.979051250134,25.92498991823402,you're in the overweight range.
135,Male,71.0018976858456,209.929323430504,29.277308327931603,you're in the overweight range.
136,Male,68.1397241925525,174.157804341493,26.37182293466176,you're in the overweight range.
137,Male,68.395400248121,179.878977102334,27.034887803302006,you're in the overweight range.
138,Male,68.0962197450165,167.747141247633,25.433555324655813,you're in the overweight range.
139,Male,68.1405903559209,183.044660372103,27.716809303293918,you're in the overweight range.
140,Male,68.8600903087433,169.556820782151,25.140739153446553,you're in the overweight range.
141,Male,66.1488525422307,173.431672660432,27.866455749272014,you're in the overweight range.
142,Male,66.2060320529589,180.889554609418,29.014582289245343,you're in the overweight range.
143,Male,67.4321202146878,183.508932854723,28.374063258152145,you're in the overweight range.
144,Male,69.471106031247,205.977910165675,30.006142965074183,you're in the obese range.
145,Male,70.5158596943462,183.759845192649,25.982142444802278,you're in the overweight range.
146,Male,71.3383760399558,201.954495466668,27.900053783677134,you're in the overweight range.
147,Male,71.0019447673538,216.120094736912,30.140649979912624,you're in the obese range.
148,Male,66.202347706273,159.390323744187,25.56896354533538,you're in the overweight range.
149,Male,72.5433070453887,210.336424661861,28.100738956854176,you're in the overweight range.
150,Male,67.4793517580411,178.618350159953,27.57923547538633,you're in the overweight range.
151,Male,65.3504105558103,146.739797635802,24.15734647724137,you're in the healthy weight range.
152,Male,70.8440624208882,195.937014974314,27.447799107997767,you're in the overweight range.
153,Male,69.9384752593112,170.175853813004,24.460400937688032,you're in the healthy weight range.
154,Male,64.7398154829922,169.654054121188,28.45897673967982,you're in the overweight range.
155,Male,69.3084028803936,198.378693643572,29.03495763205089,you're in the overweight range.
156,Male,68.8384628598724,179.907716915983,26.692264338648403,you're in the overweight range.
157,Male,61.9373232676829,147.263686501559,26.98912196727185,you're in the overweight range.
158,Male,68.5933355351181,176.984251121287,26.446532086024803,you're in the overweight range.
159,Male,65.2185755780772,185.467788373205,30.656588735229228,you're in the obese range.
160,Male,64.3336481069845,177.49380233889,30.151212931158074,you're in the obese range.
161,Male,68.7489067017398,169.827477419625,25.26238326280461,you're in the overweight range.
162,Male,72.4896554004081,198.581698249799,26.569605310258815,you're in the overweight range.
163,Male,67.2339309182551,203.350339274846,31.627571573971263,you're in the obese range.
164,Male,67.263604843261,193.217672687431,30.02510414567798,you're in the obese range.
165,Male,65.1185042831735,178.134945178843,29.535086306799464,you're in the overweight range.
166,Male,66.2628200381632,162.77958340469,26.065019616979175,you're in the overweight range.
167,Male,67.7016796596273,159.286510598869,24.43307142149379,you're in the healthy weight range.
168,Male,65.530695966695,172.114311951227,28.178987040567144,you're in the overweight range.
169,Male,69.8689698092041,201.837042594883,29.06900372458863,you're in the overweight range.
170,Male,68.481875364733,170.352329550626,25.53846205092891,you're in the overweight range.
171,Male,72.2139633457195,205.389760708631,27.690728378484838,you're in the overweight range.
172,Male,68.1795326940723,169.787768075943,25.680076432960227,you're in the overweight range.
173,Male,71.9812065428705,200.437310528735,27.198081813655815,you're in the overweight range.
174,Male,66.0651367327304,178.588954037204,28.767880790943533,you're in the overweight range.
175,Male,66.6561641698185,168.014029738329,26.58660391559529,you're in the overweight range.
176,Male,67.5994241952902,177.766425839946,27.35027518227295,you're in the overweight range.
177,Male,68.245944093831,193.277623999542,29.176005964084833,you're in the overweight range.
178,Male,64.808621440717,162.379540639612,27.180891339937073,you're in the overweight range.
179,Male,67.4922182698406,183.383824391458,28.30424493876369,you're in the overweight range.
180,Male,68.1807307068654,181.056095285359,27.38342711325002,you're in the overweight range.
181,Male,69.553384902902,210.871798957101,30.646431733723517,you're in the obese range.
182,Male,66.4022496683603,165.568499073011,26.400373940429734,you're in the overweight range.
183,Male,66.5921571146877,196.148449846229,31.09830129920354,you're in the obese range.
184,Male,71.9358865828482,202.046425151919,27.450984392506207,you're in the overweight range.
185,Male,68.2870417278818,170.413602496365,25.693638678342246,you're in the overweight range.
186,Male,69.9554511951638,201.948085296608,29.013128994407538,you're in the overweight range.
187,Male,71.8511291454027,193.386984552842,26.336496418815127,you're in the overweight range.
188,Male,65.7554986406737,179.855689615225,29.24542810417182,you're in the overweight range.
189,Male,67.0318520789828,156.489934998191,24.48623003442335,you're in the healthy weight range.
190,Male,76.7098348578592,235.035418820022,28.082073453319417,you're in the overweight range.
191,Male,72.5711213712958,230.560534959742,30.779053213273055,you're in the obese range.
192,Male,69.7288048973671,203.895654986365,29.483665854811463,you're in the overweight range.
193,Male,72.799224004586,218.216396639014,28.948884471668833,you're in the overweight range.
194,Male,72.5393540719418,222.667177921523,29.75135772236287,you're in the overweight range.
195,Male,72.2947433844169,208.474865890573,28.04388743227026,you're in the overweight range.
196,Male,67.2533248158638,180.779780013772,28.100903762861083,you're in the overweight range.
197,Male,75.9444603760016,231.92474850911,28.27176005348793,you're in the overweight range.
198,Male,66.3162319187446,170.593858104457,27.272293427941364,you're in the overweight range.
199,Male,71.1560534900436,188.271456288347,26.143199024365753,you're in the overweight range.
200,Male,71.1922022869477,196.061529163376,27.197280666811388,you're in the overweight range.
201,Male,72.1975120071642,214.603584170431,28.946126837036054,you're in the overweight range.
202,Male,75.1408214339315,224.12427132956,27.90840179177619,you're in the overweight range.
203,Male,64.4115293597211,158.579397323387,26.873083037393204,you're in the overweight range.
204,Male,64.7344243580774,166.501114745286,27.934732545557413,you're in the overweight range.
205,Male,63.4145871379546,160.140615622405,27.997619574995408,you're in the overweight range.
206,Male,67.8486652335686,176.172634254583,26.90628788590017,you're in the overweight range.
207,Male,65.9317848288,174.485294666451,28.22065692008412,you're in the overweight range.
208,Male,70.9665504363426,193.906498798923,27.069667852570987,you're in the overweight range.
209,Male,67.5807472772935,186.991606706801,28.78552050995313,you're in the overweight range.
210,Male,68.589270437901,173.595796099507,25.943274450953048,you're in the overweight range.
211,Male,70.3247534441504,193.346560303991,27.48640661522088,you're in the overweight range.
212,Male,72.3944804051075,208.436509038226,27.96152366653917,you're in the overweight range.
213,Male,70.8208567145256,206.032977800797,28.881007568836225,you're in the overweight range.
214,Male,65.9033012610258,172.57523095707,27.935861974558907,you're in the overweight range.
215,Male,74.7953750218274,232.63540284736,29.236425375739852,you're in the overweight range.
216,Male,67.6809190342573,177.24014549544,27.203673656930157,you're in the overweight range.
217,Male,67.1559627687305,175.646690214202,27.382226866504183,you're in the overweight range.
218,Male,71.7748412248401,212.626102288605,29.018171976976433,you're in the overweight range.
219,Male,64.6652319449664,166.969204009677,28.073247239937547,you're in the overweight range.
220,Male,68.1227683623759,196.414415275124,29.75683484631765,you're in the overweight range.
221,Male,66.786927239528,165.431242225646,26.075494817307078,you're in the overweight range.
222,Male,66.805849836748,176.565818557689,27.81477807293277,you're in the overweight range.
223,Male,67.8860137980274,174.65203471581,26.64470931018698,you're in the overweight range.
224,Male,69.1735769192432,195.237529301091,28.6867130665483,you're in the overweight range.
225,Male,70.2249233263794,205.684438396274,29.323569898687666,you're in the overweight range.
226,Male,64.8557991775539,158.34144236048,26.466402885190796,you're in the overweight range.
227,Male,67.8210932715426,169.081008273884,25.84420691471128,you're in the overweight range.
228,Male,63.4402474670865,135.655875865835,23.69773430904996,you're in the healthy weight range.
229,Male,71.8484348479039,218.157469450706,29.712104690187545,you're in the overweight range.
230,Male,66.7280736470863,155.899541329016,24.61646094390676,you're in the healthy weight range.
231,Male,71.9683056520603,201.528177430467,27.35591048037045,you're in the overweight range.
232,Male,76.0213474760963,235.926060648678,28.70137763206305,you're in the overweight range.
233,Male,71.4761012826014,195.392617577504,26.88960315982242,you're in the overweight range.
234,Male,67.3698086448686,176.636163567362,27.361943954809238,you're in the overweight range.
235,Male,70.5552437595499,198.460248600108,28.029341237710234,you're in the overweight range.
236,Male,69.8671012814472,185.716910023673,26.748778344011267,you're in the overweight range.
237,Male,67.9475700421625,177.347779818472,27.00696919488098,you're in the overweight range.
238,Male,74.104558863713,215.759703523821,27.6234829961209,you're in the overweight range.
239,Male,69.167836299535,187.02242030157,27.484209188057424,you're in the overweight range.
240,Male,66.557228572704,171.587884316854,27.232913900326366,you're in the overweight range.
241,Male,66.7016049901078,172.839809078093,27.31298477914069,you're in the overweight range.
242,Male,67.2460649543824,168.280286893893,26.16359665438815,you're in the overweight range.
243,Male,69.0513854849974,163.82048892775,24.155797319277774,you're in the healthy weight range.
244,Male,70.6727471767308,190.023434180521,26.748606923028046,you're in the overweight range.
245,Male,65.4989951214088,156.869951668729,25.708008895921843,you're in the overweight range.
246,Male,65.1872208535622,172.606482559614,28.55815348932685,you're in the overweight range.
247,Male,67.5681430060826,169.063982994918,26.03544966573255,you're in the overweight range.
248,Male,73.8153856882339,231.374508117238,29.855178694992397,you're in the overweight range.
249,Male,71.606564208448,207.250476751691,28.417627623403124,you're in the overweight range.
250,Male,67.724749235945,172.152772178008,26.388649350818067,you're in the overweight range.
251,Male,68.231131952185,199.827758022834,30.177872291823135,you're in the obese range.
252,Male,65.9294217100738,168.090412215803,27.188319351740425,you're in the overweight range.
253,Male,71.5484957096636,197.819614833288,27.168539363917226,you're in the overweight range.
254,Male,69.1643811220365,196.892315040706,28.937547946879818,you're in the overweight range.
255,Male,68.5976593239588,180.221780102342,26.926917144194697,you're in the overweight range.
256,Male,71.0575108857852,189.134012435934,26.33586629369444,you're in the overweight range.
257,Male,63.6440595814991,158.422717319974,27.497908592561622,you're in the overweight range.
258,Male,71.1824553956369,208.922682655891,28.98929258035555,you're in the overweight range.
259,Male,66.1286731698491,187.141119453372,30.087600796140553,you're in the obese range.
260,Male,65.0573731150978,157.582431535246,26.176567881209756,you're in the overweight range.
